0,0,0,64
-249,-28,-38,91
-246,-53,-31,105
-242,-37,-39,119
-226,1,-30,134
-240,31,-53,148
-249,11,-59,162
-250,-57,-43,177
-236,-107,-33,191
-238,-121,-35,205
-246,-92,-33,220
-243,-71,-40,234
-242,-49,-42,248
-243,-34,-48,263
-255,-46,-63,277
-233,-86,-75,296
-267,-119,-83,315
-311,-121,-62,334
-405,-118,-24,354
-460,-97,7,374
-418,-73,-2,391
-413,-55,-16,408
-382,-17,5,428
-339,51,0,444
-278,143,-16,459
-227,189,-73,478
-259,130,-177,497
-391,39,-172,517
-519,-62,-242,535
-968,14,-163,555
-680,-10,-117,574
-620,-49,-93,593
-711,31,-45,612
-478,189,-12,630
-237,343,-17,649
-65,384,-31,667
64,299,-2,685
73,148,7,701
-27,61,4,715
-110,32,0,730
-141,46,8,745
-159,54,23,761
-189,-9,55,778
-231,-113,52,794
-293,-269,-5,813
-342,-501,-97,832
-379,-719,-154,851
-275,-1098,-235,872
-128,-1101,-228,894
-71,-740,-222,916
27,-483,-168,935
-1340,-619,666,954
-58,129,-411,975
329,218,-638,994
144,195,-75,1012
-510,-303,-47,1032
-294,-464,10,1061
-350,-232,-121,1075
-502,-79,-162,1094
-873,-137,-2,1115
-917,50,27,1134
-478,258,72,1152
-314,516,14,1171
-130,508,-139,1189
-316,-17,-432,1210
-262,-295,-249,1231
-394,-194,-30,1253
-782,46,-110,1273
-802,274,-183,1294
-557,431,-185,1314
-590,557,-193,1335
-410,344,-120,1356
-141,199,-36,1377
59,136,28,1396
169,58,27,1413
86,3,17,1430
-44,30,-7,1444
-110,83,-33,1461
-139,123,-49,1479
-249,88,-16,1500
-301,-30,26,1518
-327,-124,-7,1537
-463,-324,-104,1557
-530,-726,-214,1579
-619,-1294,-200,1600
-107,-1301,-274,1624
-23,-928,-201,1646
-2048,-1509,1422,1667
252,-374,-414,1691
-44,662,-149,1712
-444,-25,-125,1731
-352,-676,74,1752
-339,-613,167,1772
-364,-160,-230,1793
-636,-33,-127,1814
-1136,-49,60,1836
-729,166,136,1855
-407,584,6,1874
-105,705,-280,1893
-356,-6,-595,1913
-235,-344,-350,1933
-105,-343,101,1955
-616,19,-73,1976
-1085,95,-133,1994
-712,372,-252,2015
-555,504,-278,2036
-763,584,-236,2057
-421,331,-101,2077
-176,195,-23,2099
42,76,36,2118
190,-62,48,2134
288,-155,0,2151
29,-56,9,2169
-106,69,4,2185
-128,128,1,2201
-135,126,29,2219
-200,81,95,2238
-215,53,108,2255
-319,-7,-14,2274
-463,-201,-197,2293
-552,-731,-354,2315
-803,-1410,-322,2336
-1,-1361,-393,2360
-34,-826,-288,2380
-120,-449,36,2401
-397,-381,-1438,2421
308,-385,-701,2444
442,82,-8,2464
-219,-146,-163,2481
-763,-424,-60,2503
-242,-288,-83,2524
-561,-165,-171,2544
-1154,-232,113,2567
-1030,122,118,2588
-325,484,-53,2609
-26,697,-147,2629
-493,-40,-446,2649
-311,-366,-358,2669
-162,-297,4,2692
-808,6,-119,2710
-1290,318,-246,2728
-767,436,-163,2750
-595,538,-261,2771
-607,467,-172,2792
-388,310,-46,2812
-128,213,3,2833
111,113,70,2850
366,-40,70,2868
255,-99,33,2885
-72,42,46,2904
-161,121,2,2920
-120,127,-34,2937
-177,69,9,2958
-192,2,56,2974
-197,-37,36,2991
-304,-120,-58,3009
-433,-397,-250,3031
-754,-910,-292,3052
-532,-1530,-339,3074
42,-1174,-357,3097
-121,-689,-259,3118
1136,-1938,-2048,3139
152,-164,-425,3164
676,236,-363,3184
-293,-19,-92,3204
-774,-592,-107,3224
-290,-334,-124,3246
-662,-172,-195,3267
-1130,-97,68,3290
-944,122,139,3309
-366,576,-57,3329
3,658,-114,3348
-527,31,-509,3366
-471,-386,-485,3386
-86,-442,63,3407
-479,-172,-24,3427
-1350,137,-242,3447
-940,526,-248,3469
-577,636,-297,3490
-725,575,-206,3511
-477,367,-64,3531
-196,250,17,3551
192,54,76,3581
332,-78,68,3595
278,-117,11,3608
-17,-18,25,3623
-180,106,23,3641
-148,152,-20,3659
-157,89,15,3679
-174,44,85,3697
-204,20,40,3715
-351,-92,-75,3732
-492,-336,-258,3752
-928,-1073,-362,3774
-381,-1912,-363,3796
3,-1122,-309,3820
-170,-548,-274,3840
-2048,-1737,1845,3861
566,-379,-764,3886
157,423,301,3906
-719,-400,-205,3924
-364,-646,127,3946
-436,-230,-133,3968
-917,-255,27,3989
-1265,-68,101,4008
-638,315,-33,4030
-157,857,-36,4049
-355,399,-359,4069
-515,-299,-540,4090
-110,-432,22,4112
-340,-87,-13,4131
-1274,58,-186,4152
-1135,357,-254,4172
-743,508,-210,4194
-825,623,-241,4214
-448,451,-133,4236
-181,339,-23,4256
83,198,18,4276
304,2,82,4293
402,-164,21,4308
-45,11,44,4327
-187,136,26,4343
-119,234,0,4363
-149,194,49,4380
-192,105,110,4399
-244,55,77,4419
-403,-103,-40,4436
-503,-510,-294,4457
-1061,-1412,-373,4478
-129,-2048,-328,4503
31,-920,-391,4526
243,-1177,-1604,4545
-1516,-456,1654,4569
442,-80,-503,4591
-93,35,-139,4611
-637,-375,-140,4630
-541,-621,-3,4652
-746,-348,-62,4671
-1227,-44,67,4692
-929,250,87,4712
-407,754,-30,4730
-52,556,-282,4751
-708,-287,-647,4770
-270,-471,-317,4792
-118,-330,68,4813
-1006,-118,-156,4834
-1415,394,-352,4856
-662,702,-374,4878
-734,868,-210,4899
-631,602,-126,4920
-305,345,-35,4940
-76,213,23,4961
175,73,39,4978
404,-158,28,4995
101,-141,13,5013
-208,70,51,5032
-193,182,-19,5050
-204,163,-7,5069
-225,62,94,5089
-217,14,72,5106
-415,-84,-29,5124
-628,-349,-267,5143
-1056,-1119,-400,5166
-450,-2016,-330,5189
51,-1182,-385,5212
-193,-609,-173,5233
1451,-2048,-2048,5255
304,-438,-534,5278
788,324,-264,5300
-388,-217,-172,5319
-770,-534,-82,5341
-375,-406,-133,5362
-982,-196,-33,5384
-1215,73,133,5404
-639,318,29,5425
-168,878,45,5443
-409,370,-428,5462
-591,-366,-678,5483
-148,-452,-47,5505
-252,-241,10,5525
-1387,0,-227,5544
-1271,500,-324,5565
-632,645,-326,5586
-655,728,-305,5607
-601,559,-111,5628
-257,337,-41,5649
-25,239,2,5668
303,83,64,5686
452,-117,29,5702
-37,-34,25,5721
-289,103,28,5738
-181,133,-62,5757
-169,75,-28,5777
-174,17,47,5795
-227,-17,11,5813
-442,-140,-119,5832
-684,-623,-366,5854
-1117,-1382,-442,5875
-33,-2027,-357,5900
-60,-905,-427,5921
-199,-587,-40,5942
515,-1246,-2048,5963
