0,0,0,66
-311,7,15,93
-197,-38,7,107
-219,-44,4,121
-202,-28,0,136
-273,-11,-2,150
-255,10,-7,164
-262,5,2,179
-241,4,-7,193
-256,4,4,207
-273,-43,8,222
-314,-54,24,236
-252,36,-7,250
-241,-32,27,265
-176,-31,-15,279
-281,28,-10,293
-203,-1,-43,308
-246,-11,7,322
-261,-19,-6,336
-265,0,-36,351
-330,-40,23,365
-280,-9,6,404
-310,0,-8,418
-314,-134,46,433
-200,-33,-6,447
-197,76,-15,461
-229,101,-13,476
-235,49,-10,490
-246,-17,7,504
-251,-42,10,519
-252,-36,3,533
-237,-24,0,547
-254,-2,-11,565
-255,-3,-21,581
-251,-3,-29,599
-252,6,-32,617
-250,12,-30,633
-250,3,-22,651
-252,4,-34,667
-243,1,-34,685
-245,-16,-26,701
-251,-34,-18,719
-245,-19,-34,739
-241,-2,-33,757
-244,-18,-38,775
-245,-48,-30,793
-250,-58,-34,813
-238,-59,-37,831
-236,-30,-49,849
-233,-29,-40,868
-254,-65,-39,887
-233,-98,-31,906
-215,-78,-46,924
-224,-45,-45,944
-272,-43,-68,962
-225,-124,-56,980
-250,-173,-28,1000
-280,-150,-43,1021
-339,-119,-59,1042
-363,-120,-48,1062
-445,-124,-14,1084
-456,-59,-22,1104
-320,-6,-34,1124
-318,2,-30,1143
-337,38,-43,1161
-257,138,-55,1179
-235,235,-179,1199
-424,127,-186,1220
-638,9,-182,1241
-528,45,-197,1259
-698,131,-121,1280
-697,148,-143,1300
-486,72,-89,1320
-396,103,38,1340
-205,136,30,1358
-80,147,1,1377
-1,138,-11,1393
-18,129,-8,1412
-84,101,15,1429
-123,66,67,1446
-128,29,115,1464
-119,-23,90,1483
-146,-111,3,1502
-227,-247,-135,1520
-263,-648,-291,1543
-381,-1037,-243,1564
-173,-1140,-251,1587
-47,-672,-184,1610
-5,-390,-138,1631
-1826,-432,1570,1650
209,22,-806,1674
302,-9,146,1692
-1,-181,-146,1710
-707,-232,14,1729
-307,-381,-27,1750
-417,-216,-96,1770
-633,-122,-25,1790
-800,-15,-7,1812
-582,115,15,1830
-317,364,-67,1849
-219,421,-22,1869
-263,39,-228,1889
-213,-215,-203,1908
-225,-134,-94,1930
-593,84,-121,1951
-882,240,-208,1971
-659,295,-170,1991
-701,380,-187,2013
-486,297,-144,2033
-237,179,-68,2054
-81,127,-7,2074
