0,0,0,51
-252,21,22,77
-238,12,14,92
-248,15,13,106
-253,8,15,120
-241,13,7,135
-249,26,4,149
-249,39,-1,163
-248,53,-13,178
-246,59,-15,192
-247,49,-10,206
-244,37,1,221
-251,20,2,235
-244,7,4,249
-248,5,3,264
-248,8,1,278
-245,20,-14,292
-246,34,-22,307
-256,39,-31,321
-253,18,-22,335
-242,-2,-17,350
-252,0,-19,364
-254,-5,-19,378
-246,-21,-12,393
-255,-32,-10,407
-250,-31,-16,423
-255,-40,-25,442
-257,-39,-24,461
-253,-28,-31,480
-250,-23,-33,498
-252,-33,-37,517
-246,-40,-31,536
-247,-21,-30,555
-240,-6,-45,573
-255,-6,-58,591
-243,-25,-55,609
-247,-44,-48,627
-240,-54,-38,646
-244,-56,-43,665
-252,-29,-53,684
-268,-11,-72,702
-248,-47,-65,721
-254,-81,-58,740
-256,-76,-60,758
-258,-62,-67,777
-270,-65,-65,796
-281,-71,-63,815
-302,-72,-73,833
-323,-76,-84,852
-461,-63,-67,871
-456,7,-54,889
-318,11,-61,906
-446,66,-49,924
-432,187,-93,942
-445,233,-171,960
-491,102,-80,979
-408,-65,-69,999
-319,-89,3,1017
-274,8,-11,1035
-215,140,-32,1053
-186,222,-44,1073
-150,197,-24,1092
-122,107,-9,1112
-112,11,17,1131
-127,-26,32,1148
-147,-14,22,1167
-160,13,6,1186
-181,29,-8,1203
-205,6,-7,1220
-236,-38,-10,1236
-297,-67,-18,1257
-338,-63,-36,1276
-380,-63,-31,1296
-446,-132,-14,1315
-518,-253,0,1337
-511,-331,-35,1355
-405,-331,-92,1376
-331,-428,-40,1397
-306,-478,-16,1418
-250,-334,-47,1438
-292,-198,5,1460
-567,28,272,1478
-337,533,-317,1497
-185,98,-210,1518
-173,-338,-69,1538
-321,-353,-16,1558
-338,-32,36,1579
-218,126,-18,1598
-236,135,-61,1617
-279,4,-55,1637
-277,-137,-30,1655
-249,66,-55,1695
-247,70,-63,1709
-255,45,-59,1721
-252,10,-61,1734
-248,-19,-51,1751
-253,-6,-41,1770
-252,8,-46,1789
-252,8,-48,1807
-247,-4,-47,1824
-251,-5,-51,1843
-252,8,-55,1862
-251,14,-55,1880
-257,6,-56,1898
-255,16,-58,1915
-247,47,-79,1935
-266,52,-91,1953
-289,-16,-77,1972
-318,-37,-58,1992
-308,5,-38,2012
-324,44,-29,2029
-337,27,-43,2048
-402,7,-29,2067
-468,24,-52,2084
-422,38,0,2103
-433,112,-79,2120
-420,270,-108,2140
-379,281,-216,2160
-380,171,-210,2181
-406,-41,-100,2202
-286,-158,-28,2223
-207,-145,50,2243
-175,-29,-43,2264
-140,112,-25,2283
-43,193,-61,2302
-21,152,-64,2322
-53,61,-37,2340
-81,9,-2,2358
-94,-6,3,2373
-109,10,-2,2390
-138,43,-19,2407
-186,62,-23,2425
-240,34,-26,2444
-286,-24,-43,2463
-353,-67,-68,2483
-398,-74,-105,2502
-466,-88,-108,2524
-533,-168,-66,2544
-574,-256,-61,2565
-446,-289,-132,2586
-355,-400,-31,2608
-359,-520,87,2628
-226,-363,-16,2648
-364,-96,110,2669
-845,516,529,2689
-132,538,-211,2708
-137,-123,-296,2729
-344,-624,-52,2751
-362,-322,39,2771
-219,162,-38,2792
-289,227,-19,2811
-267,81,-46,2831
-253,-18,-87,2850
-279,-69,-82,2870
-263,-36,-50,2889
-240,61,-42,2909
-245,102,-58,2928
-250,56,-74,2948
-240,-20,-59,2966
-253,0,-56,2987
-248,29,-58,3004
-247,31,-52,3022
-256,1,-52,3041
-257,-7,-55,3059
-256,20,-63,3078
-250,33,-69,3096
-252,39,-77,3116
-260,29,-69,3134
-259,1,-64,3152
-297,-8,-68,3170
-280,-20,-61,3189
-298,-2,-40,3209
-308,26,-27,3227
-332,11,-44,3246
-345,-15,-63,3265
-450,6,-55,3284
-411,34,-39,3302
-403,67,-20,3321
-427,201,-107,3340
-483,290,-185,3360
-354,330,-267,3382
-374,150,-230,3402
-344,-65,-101,3423
-242,-177,1,3443
-195,-168,34,3463
-170,-32,-21,3482
-75,151,-26,3502
1,236,-66,3521
2,197,-80,3537
-53,101,-55,3554
-105,8,-8,3572
-129,-17,10,3590
-143,17,9,3608
-178,67,-1,3624
-224,76,-3,3642
-279,37,-14,3660
-373,-22,-41,3679
-425,-93,-78,3698
-484,-128,-85,3719
-575,-179,-67,3739
-612,-230,-66,3760
-460,-293,-118,3781
-383,-495,21,3803
-317,-551,69,3822
-248,-314,-31,3842
-344,-86,95,3863
-734,372,381,3881
-197,567,-250,3901
-220,-216,-166,3922
-275,-521,-43,3944
-253,-120,-61,3964
-283,170,-46,3986
-275,108,-18,4005
-217,33,-63,4025
-279,0,-92,4043
-249,-61,-45,4078
-241,8,-41,4091
-242,78,-52,4105
-247,88,-67,4118
-250,38,-81,4136
-243,-16,-67,4155
-254,2,-67,4174
-249,21,-61,4193
-249,25,-56,4211
-251,15,-61,4230
-244,21,-64,4249
-246,23,-69,4268
-255,25,-77,4286
-265,24,-77,4304
-268,-9,-68,4324
-265,-12,-60,4342
-278,10,-68,4362
-301,1,-68,4381
-311,-11,-46,4399
-344,17,-37,4418
-335,28,-55,4436
-398,15,-35,4456
-450,16,-39,4474
-441,14,-26,4493
-450,154,-93,4511
-503,323,-127,4532
-352,323,-276,4552
-373,117,-234,4573
-360,-85,-109,4594
-232,-184,7,4615
-164,-145,18,4633
-172,-4,-17,4654
-97,160,-27,4672
-20,239,-65,4690
-21,191,-56,4709
-82,68,-9,4728
-113,10,10,4745
-129,6,23,4762
-144,43,20,4780
-180,72,12,4797
-226,53,10,4814
-290,15,1,4832
-365,-27,-10,4849
-397,-68,-36,4869
-451,-80,-61,4888
-562,-169,-66,4908
-577,-342,-43,4929
-486,-293,-131,4950
-370,-334,-72,4971
-372,-517,61,4993
-235,-466,-9,5012
-320,-193,0,5031
-515,131,279,5051
-196,813,-352,5070
-246,138,-127,5091
-235,-581,-102,5112
-258,-306,-96,5134
-268,172,-35,5154
-275,203,-29,5174
-240,53,-23,5194
-233,8,-78,5213
-298,-27,-102,5230
-274,-87,-47,5252
-244,13,-34,5271
-246,71,-39,5289
-256,25,-52,5308
-254,-33,-62,5327
-252,-31,-52,5347
-250,10,-59,5366
-249,37,-57,5386
-250,16,-59,5404
-247,-16,-52,5423
-257,-14,-55,5442
-258,0,-60,5463
-256,13,-67,5480
-248,18,-63,5498
-256,15,-63,5518
-288,-9,-58,5536
-279,-23,-58,5555
-301,4,-71,5574
-308,20,-52,5593
-337,12,-40,5611
-342,1,-54,5629
-395,-1,-35,5648
-489,37,-35,5666
-401,18,-34,5685
-448,206,-103,5703
-492,335,-166,5725
-332,319,-281,5745
-394,61,-214,5766
-319,-140,-87,5786
-232,-214,37,5807
-193,-100,0,5826
-162,32,-33,5846
-74,153,-52,5864
-15,210,-64,5882
-30,132,-45,5901
-79,32,1,5920
-107,-5,24,5936
-115,13,32,5953
-126,66,22,5970
-163,105,8,5989
-226,76,15,6006
-291,33,14,6024
-351,-2,14,6041
-402,-49,-6,6060
-441,-67,-36,6078
-530,-80,-45,6097
-591,-179,-38,6118
-600,-257,-75,6138
-417,-392,-98,6159
-363,-581,21,6180
-278,-516,27,6200
-254,-282,-55,6219
-358,-120,101,6240
-709,666,-62,6261
-228,390,-63,6281
-232,-166,-195,6300
-290,-517,-46,6323
-275,-85,-51,6343
-250,171,-45,6363
-251,164,-24,6383
-259,71,-66,6403
-274,-55,-88,6421
-263,-82,-63,6440
-244,68,-58,6471
-248,81,-62,6484
-256,57,-71,6498
-243,6,-77,6517
-233,13,-77,6535
-242,40,-75,6553
-243,37,-65,6572
-244,23,-64,6591
-245,19,-63,6609
-255,2,-51,6628
-254,3,-52,6646
-246,23,-62,6664
-253,25,-72,6682
-272,13,-67,6701
-252,4,-67,6720
-279,5,-70,6737
-306,-9,-64,6755
-306,-27,-46,6773
-325,5,-44,6794
-318,37,-72,6811
-334,1,-59,6830
-413,-18,-16,6848
-504,36,-17,6867
-426,111,-55,6886
-435,261,-102,6905
-449,349,-149,6927
-325,280,-260,6947
-391,0,-144,6968
-327,-180,-79,6987
-214,-231,32,7008
-194,-52,-21,7027
-171,89,-48,7048
-80,211,-53,7066
-15,211,-69,7085
-33,111,-48,7103
-83,9,-15,7122
-102,-3,-20,7139
-112,29,-32,7157
-155,68,-36,7177
-214,68,-27,7195
-270,15,-28,7214
-337,-45,-52,7232
-393,-97,-87,7252
-446,-127,-96,7272
-511,-158,-81,7292
-560,-247,-73,7314
-518,-285,-100,7334
-389,-392,-31,7356
-359,-466,73,7377
-256,-376,5,7397
-301,-231,-1,7415
-430,-24,225,7435
-493,717,-183,7455
-189,258,-139,7476
-202,-395,-194,7496
-324,-525,-30,7519
-249,33,-32,7539
-241,212,-28,7558
-265,147,-29,7578
-225,38,-76,7598
-274,-28,-101,7616
-277,-69,-60,7636
-242,18,-41,7657
-246,82,-46,7675
-261,36,-45,7694
-251,-23,-62,7713
-244,-23,-57,7733
-251,19,-56,7752
-255,31,-62,7771
-250,11,-59,7790
-255,3,-64,7809
-254,2,-60,7826
-255,12,-59,7844
-257,17,-64,7863
-250,34,-67,7881
-257,20,-64,7900
-288,-11,-54,7919
-286,-14,-47,7939
-305,2,-60,7958
-308,18,-50,7976
-326,13,-48,7995
-325,-4,-56,8013
-341,-25,-51,8032
-483,36,-4,8052
-464,57,-26,8070
-382,129,-97,8088
-495,281,-125,8109
-409,333,-238,8129
-349,187,-261,8150
-360,-50,-128,8170
-253,-191,-14,8192
-195,-215,55,8212
-182,-74,-35,8231
-101,112,-40,8252
-18,237,-69,8271
-17,224,-59,8290
-74,87,-11,8309
-109,-15,19,8327
-125,-29,30,8345
-135,27,25,8364
-164,72,19,8382
-214,77,18,8399
-275,52,5,8417
-335,8,-6,8433
-387,-21,-23,8451
-464,-55,-42,8470
-527,-120,-46,8489
-584,-266,-37,8511
-534,-271,-100,8531
-381,-323,-113,8553
-359,-555,45,8576
-261,-524,5,8595
-289,-245,-57,8613
-521,75,353,8634
-384,667,-274,8653
-199,220,-117,8674
-227,-350,-178,8694
-308,-435,-44,8717
-252,22,-38,8737
-249,184,-7,8756
-272,111,-2,8775
-220,29,-47,8794
-266,13,-99,8812
-290,-38,-91,8830
-256,-56,-47,8851
-243,58,-33,8870
-252,74,-69,8904
-249,9,-73,8916
-247,-43,-61,8930
-251,-43,-50,8945
-251,18,-47,8965
-255,39,-55,8984
-253,7,-57,9003
-252,-11,-57,9020
-254,9,-62,9040
-254,32,-68,9058
-252,15,-64,9076
-257,5,-60,9095
-260,1,-60,9113
-299,-13,-61,9131
-284,-25,-48,9150
-286,12,-63,9169
-310,32,-52,9189
-327,7,-56,9207
-325,-28,-51,9225
-365,-24,-39,9245
-484,30,-1,9265
-501,74,-39,9282
-382,239,-101,9300
-463,369,-135,9322
-359,318,-256,9342
-356,154,-217,9363
-304,-107,-122,9384
-220,-294,9,9406
-188,-238,29,9424
-159,-5,-53,9445
-85,195,-66,9463
-21,297,-89,9482
-46,236,-79,9500
-95,52,-41,9520
-123,-54,-7,9537
-140,-58,5,9555
-166,7,-8,9574
-195,59,-26,9590
-244,65,-45,9609
-303,1,-44,9627
-384,-64,-46,9646
-420,-110,-72,9665
-468,-126,-78,9686
-547,-192,-51,9707
-578,-252,-37,9728
-417,-325,-96,9748
-356,-470,11,9768
-300,-508,54,9789
-261,-342,1,9808
-358,-163,112,9827
-741,319,329,9848
-125,531,-286,9868
-211,-56,-208,9888
-281,-457,-55,9910
-270,-214,-27,9930
-287,117,-14,9951
-272,105,-15,9971
-218,55,-65,9991
-273,35,-93,10009
-286,-47,-71,10029
-255,-63,-40,10050
-240,56,-45,10071
-253,70,-60,10090
-254,2,-68,10110
-244,-34,-56,10129
-250,7,-63,10149
-250,46,-62,10168
-249,19,-62,10188
-261,-10,-60,10208
-253,-10,-51,10228
-251,21,-59,10250
-245,34,-66,10269
-279,22,-69,10289
-267,-19,-62,10309
-281,-11,-73,10330
-312,-1,-67,10350
-317,-2,-26,10371
-337,24,-39,10390
-353,11,-50,10409
-463,19,-58,10429
-413,-1,-18,10449
-407,88,-77,10469
-440,241,-125,10488
-415,346,-207,10511
-355,230,-248,10532
-363,-25,-127,10554
-268,-179,-23,10576
-205,-189,36,10598
-181,-20,-15,10618
-85,182,-27,10640
1,260,-67,10659
-21,175,-61,10677
-80,51,-16,10696
-125,-15,19,10716
-133,9,23,10735
-155,63,10,10753
-208,78,3,10772
-256,44,2,10789
-329,3,3,10807
-397,-20,-13,10823
-441,-52,-59,10845
-511,-95,-64,10865
-585,-195,-59,10886
-536,-295,-127,10908
-387,-432,-106,10931
-342,-528,21,10953
-257,-401,-2,10975
-303,-241,-10,10995
-443,-88,263,11017
-459,545,-200,11038
-226,247,-84,11060
-187,-242,-217,11080
-312,-407,-18,11104
-266,-17,-36,11125
-256,171,-22,11146
-250,75,-19,11166
-247,1,-63,11187
-284,-60,-66,11205
-269,-67,-47,11226
-252,30,-46,11247
-249,80,-59,11267
-251,48,-71,11286
-252,-26,-62,11307
-244,-7,-51,11327
-249,39,-60,11346
-252,6,-63,11382
-250,-1,-55,11396
-252,11,-58,11409
-250,25,-63,11424
-248,18,-56,11445
-253,12,-60,11464
-263,30,-73,11484
-291,0,-64,11504
-274,-34,-57,11523
-302,-11,-52,11543
-316,7,-35,11564
-327,13,-57,11583
-335,0,-64,11602
-403,0,-31,11621
-495,39,-16,11640
-421,71,-59,11660
-428,215,-118,11679
-450,334,-168,11702
-328,269,-264,11723
-370,41,-158,11745
-275,-129,-56,11765
-199,-213,67,11788
