0,0,0,61
-251,-26,19,88
-252,-16,16,102
-250,5,12,116
-251,11,12,131
-250,2,12,145
-254,6,11,159
-241,9,9,173
-262,-3,15,187
-267,33,14,201
-245,-27,23,216
-241,-12,14,230
-267,9,13,244
-251,19,17,259
-242,9,11,273
-260,-30,22,286
-239,-27,17,301
-250,16,12,315
-255,19,8,329
-252,-1,10,344
-241,-11,14,358
-254,-6,13,372
-251,5,13,387
-249,2,12,401
-248,0,15,414
-255,1,13,429
-244,-2,10,444
-249,-14,14,460
-258,1,14,479
-241,1,11,494
-255,0,14,509
-249,-14,14,525
-253,-1,24,543
-268,9,17,560
-236,-8,11,575
-251,-1,11,609
-248,3,12,621
-247,2,8,634
-252,0,11,648
-253,0,8,660
-252,0,8,673
-251,0,12,687
-251,-9,14,699
-255,-6,8,715
-253,-1,7,731
-244,-3,4,747
-254,-2,6,762
-254,5,3,778
-255,-6,9,792
-247,-10,8,807
-269,23,21,825
-267,-5,22,841
-235,-25,6,858
-245,-12,7,874
-250,0,5,891
-247,0,1,906
-255,8,7,920
-254,9,3,934
-280,0,9,950
-241,0,-1,964
-243,7,1,979
-256,6,6,994
-287,0,24,1009
-240,-28,4,1026
-265,-9,19,1043
-276,10,15,1060
-250,14,8,1079
-243,17,-2,1095
-254,-6,0,1113
-264,-1,12,1129
-252,-6,5,1147
-264,15,12,1164
-261,33,13,1181
-240,-44,16,1199
-261,5,7,1218
-239,33,-6,1233
-290,-86,25,1251
-238,63,-9,1269
-263,50,1,1288
-253,-30,7,1304
-252,-19,14,1321
-248,11,16,1340
-243,9,19,1358
-248,-5,12,1375
-249,-6,13,1392
-253,12,1,1411
-249,29,1,1427
-256,23,-4,1443
-255,5,-1,1461
-251,-2,1,1478
-249,12,-1,1495
-244,54,-4,1512
-243,57,-5,1529
-251,38,-13,1548
-248,28,-5,1566
-251,24,2,1584
-244,29,-4,1600
-253,29,-3,1618
-255,-4,-14,1636
-252,-17,-6,1654
-246,10,-8,1673
-249,6,-3,1691
-254,-3,-10,1708
-250,-2,-15,1726
-256,-4,-28,1745
-255,-23,-26,1764
-254,0,-28,1783
-253,21,-37,1801
-251,10,-40,1820
-245,0,-32,1839
-256,-14,-40,1856
-245,-31,-40,1876
-249,-14,-34,1896
-250,0,-44,1915
-248,-13,-42,1933
-258,-35,-48,1953
-236,-49,-56,1973
-240,-44,-54,1992
-247,-34,-61,2013
-264,-22,-55,2032
-282,-37,-62,2052
-269,-56,-55,2071
-260,-54,-60,2092
-280,-67,-74,2111
-334,-82,-79,2130
-460,-70,-71,2151
-443,-45,-52,2170
-372,12,-39,2190
-378,62,-31,2209
-378,121,-62,2228
-389,180,-101,2247
-401,137,-59,2268
-359,-10,-58,2288
-316,-81,-7,2308
-288,-26,-15,2326
-243,36,-45,2347
-194,77,-58,2365
-164,99,-47,2383
-132,112,-17,2402
-125,80,-6,2422
-129,36,-2,2440
-137,-1,-7,2457
-144,-2,-16,2476
-155,12,-11,2494
